id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,themes
oth466_is_net_inc_basic_beft_xord_q,Income Before Extraordinary Items,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,74,253,1.1,[]
oth466_is_net_inc_basic_q,Net Income Available to Common - Basic,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,133,803,1.1,[]
oth466_is_net_inc_cm_q,Income Available to Common,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,70,224,1.1,[]
oth466_is_net_inc_dil,Diluted Net Income,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,28,40,1.1,[]
oth466_is_net_inc_dil_q,Diluted Net Income,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,63,168,1.1,[]
oth466_is_net_profit_12m_q,Trailing 12 Months Net Profit,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9578,59,128,1.1,[]
oth466_is_oper_exp_q,Total Operating Expense,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,55,174,1.1,[]
oth466_is_oper_inc_bef_dep_q,Operating Income Before Depreciation,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7888,88,264,1.1,[]
oth466_is_oper_inc_q,Operating Income,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,124,514,1.1,[]
oth466_is_oper_lease_exp,Rental/Operating Lease Expense,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.706,37,51,1.1,[]
oth466_is_oper_prov,Operating Provisions,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3376,3,3,1.1,[]
oth466_is_pens_bnfit_oblig_proj,Pension - Projected Benefit Obligation,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4732,34,65,1.1,[]
oth466_is_pens_cost_int,Pension - Interest Cost,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.434,7,8,1.1,[]
oth466_is_pens_cost_serv,Pension - Pension Service Costs,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4538,15,18,1.1,[]
oth466_is_pens_roa,Pension - Expected Return On Plan Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3855,5,7,1.1,[]
oth466_is_personnel_exp,Staff Expense - Total,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8162,37,50,1.1,[]
oth466_is_ppe_impair_q,"Impairment of Property, Plant & Equipment",other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3807,6,6,1.1,[]
oth466_is_pre_tax_prf,Pretax Profit,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,47,109,1.1,[]
oth466_is_ptx_inc_norm_q,Normalized Income Before Taxes,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.922,170,941,1.1,[]
oth466_is_rd_expend,Research And Development Expense,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7614,59,181,1.1,[]
oth466_is_revenue_q,Total Revenue,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,46,106,1.1,[]
oth466_is_revt,Total Revenue,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,34,57,1.1,[]
oth466_is_sales_intl,International Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.6632,19,48,1.1,[]
oth466_is_sales_q,Total Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,95,265,1.1,[]
oth466_is_sga_tot_q,"Selling/General/Admin. Expenses, Total",other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.951,45,117,1.1,[]
oth466_is_spc_item,Total Special Items,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9251,9,10,1.1,[]
oth466_is_tot_pens_exp,Total Pension Expense,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4131,14,41,1.1,[]
oth466_is_ut_operation_exp,Operation Expenses Total,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,41,65,1.1,[]
oth466_pd_fc,Depreciation And Amortization,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,56,133,1.1,[]
oth466_piw_nevni_sb,Inventories - Work In Progress,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.808,42,90,1.1,[]
oth466_pxe_ped_si,Depreciation & Amortization (Cash Flow),other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,54,96,1.1,[]
oth466_pxe_rcca_sb,Accrued Expenses,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,37,52,1.1,[]
oth466_pxe_vda_si,Advertising Expense,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4536,8,8,1.1,[]
oth466_q_aor_tr,Return on Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.912,89,285,1.1,[]
oth466_q_cni_ffa_qe_si,Equity in Affiliates,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.5535,25,32,1.1,[]
oth466_q_cni_xtp_si,Pretax Income,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,141,645,1.1,[]
oth466_q_crp_vni_sb,Inventories - Work In Progress,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4601,8,14,1.1,[]
oth466_q_drox_spe_si,Earnings Per Share incl. Extraordinary Items,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,90,278,1.1,[]
oth466_q_drox_xe_lid_spe_si,Diluted EPS Excluding Extraordinary Items,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,57,125,1.1,[]
oth466_q_fc_pxe_ped_si,Depreciation & Amortization (Cash Flow),other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.6549,32,65,1.1,[]
oth466_q_grhc_drox_xtp_si,Extraordinary Charge - Pretax,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4873,9,9,1.1,[]
oth466_q_hto_jda_rpmoc_hto_qe_moc_si,Accum Other Comp Inc - Other Adjustments,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3627,2,3,1.1,[]
oth466_q_hto_sbail_sb,"Other Liabilities, Total",other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,25,46,1.1,[]
oth466_q_hto_viecer_sb,Other Receivables,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7621,37,58,1.1,[]
oth466_q_lg_qe_moc_sb,Unrealized Gain/Loss On Marketable Securities,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4084,6,9,1.1,[]
oth466_q_mr_vni_sb,Inventories - Raw Materials,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.4868,26,29,1.1,[]
oth466_q_nf_vni_sb,Inventories - Finished Goods,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.5054,23,35,1.1,[]
oth466_q_ngm_xtp_tr,Pre-tax Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,125,509,1.1,[]
oth466_q_ped_epp_sb,Accumulated Depreciation,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8282,15,24,1.1,[]
oth466_q_pxe_ags_si,"Selling, General & Administrative Expense",other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9502,53,136,1.1,[]
oth466_q_pxe_dr_si,Research & Development,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3316,23,44,1.1,[]
oth466_q_pxe_rcca_sb,Accrued Expenses,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7923,54,175,1.1,[]
oth466_q_qe_moc_dtl_tr,Long Term Debt % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7775,38,66,1.1,[]
oth466_q_qe_moc_sb,Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,56,225,1.1,[]
oth466_q_qe_srdlhs_sb,Total Shareholders' Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,63,373,1.1,[]
oth466_q_qe_srdlhs_sbail_sb,Liabilities & Stockholders' Equity - Total,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,29,55,1.1,[]
oth466_q_rc_drox_xtp_si,Extraordinary Credit - Pretax,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.411,7,8,1.1,[]
oth466_q_rg_qe_moc_tr,Equity Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9117,53,96,1.1,[]
oth466_q_rg_spb_tr,Book Value Per Share Growth %,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.902,37,82,1.1,[]
oth466_q_spb_sb,Book Value Per Share,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9577,42,81,1.1,[]
oth466_q_ts_viecer_sb,Short-term Receivables,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.997,51,87,1.1,[]
oth466_q_xtp_cni_ffa_qe_si,Pre-tax Equity in Earnings,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3431,5,9,1.1,[]
oth466_qe_moc_dtl_tr,Long-Term Debt % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9093,43,100,1.1,[]
oth466_rg_pme_tr,Employee Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,36,79,1.1,[]
oth466_rg_qe_moc_tr,Equity Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,37,61,1.1,[]
oth466_rg_spd_tr,Dividends Per Share Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7245,46,87,1.1,[]
oth466_rpo_cni_si,Operating Income,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,43,78,1.1,[]
oth466_rt_asset_turn_q,Total Asset Turnover,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9099,44,81,1.1,[]
oth466_rt_assets_com_eq,Total Assets / Common Equity Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,36,84,1.1,[]
oth466_rt_assets_com_eq_q,Total Assets / Common Equity Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,50,114,1.1,[]
oth466_rt_assets_gr,Total Assets Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,38,73,1.1,[]
oth466_rt_assets_gr_q,Total Assets Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9163,39,62,1.1,[]
oth466_rt_assets_per_emp,Assets Per Employee,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,51,95,1.1,[]
oth466_rt_capex_assets,Capital Expenditure % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,50,92,1.1,[]
oth466_rt_capex_assets_q,Capital Expenditures % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8139,45,63,1.1,[]
oth466_rt_capex_fix_assets,Capital Expenditure % Gross Fixed Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,34,50,1.1,[]
oth466_rt_capex_sales_q,Capital Expenditures % Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8538,46,88,1.1,[]
oth466_rt_cash_curr_assets,Cash & Equivalents % Total Current Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,45,108,1.1,[]
oth466_rt_cash_curr_assets_q,Cash & Short-term Investments % Total Current Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9196,53,198,1.1,[]
oth466_rt_cash_div_covg_ratio,Cash Dividend Coverage Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9225,46,107,1.1,[]
oth466_rt_cash_roce,Cash Earnings Return On Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,64,182,1.1,[]
oth466_rt_cf_sales_q,Cash Flow/Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8887,91,417,1.1,[]
oth466_rt_cogs_sales,Cost Of Goods Sold / Sales #,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,50,182,1.1,[]
oth466_rt_com_eq_assets_q,Common Equity % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,40,61,1.1,[]
oth466_rt_com_eq_tcap,Common Equity % Total Capital,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,49,132,1.1,[]
oth466_rt_curr_ratio_q,Current Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,59,161,1.1,[]
oth466_rt_current_ratio,Current Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9973,37,108,1.1,[]
oth466_rt_debt_assets_q,Total Debt % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9388,53,164,1.1,[]
oth466_rt_debt_com_eq,Total Debt % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,55,164,1.1,[]
oth466_rt_debt_com_eq_q,Total Debt % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.94,50,118,1.1,[]
oth466_rt_dep_accum_fix_assets,Depreciation (Accumulated) % Gross Fixed Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,35,65,1.1,[]
oth466_rt_div_yld,Dividend Yield Close,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9325,48,94,1.1,[]
oth466_rt_earn_assets_avail_funds,Earning Assets % Total Available Funds,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.2956,4,6,1.1,[]
oth466_rt_earn_yld,Earnings Yield Close,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,40,53,1.1,[]
oth466_rt_ebit_oper_fix_chrg_covg,Fixed Charge Coverage Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,45,87,1.1,[]
oth466_rt_ebit_oper_fix_chrg_covg_q,Fixed Charge Coverage Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8042,66,149,1.1,[]
oth466_rt_ebit_oper_mgn_q,Operating Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,97,274,1.1,[]
oth466_rt_eff_int_rate,Interest Rate Estimated Average,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,49,104,1.1,[]
oth466_rt_fix_assets_com_eq,Fixed Assets % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,53,93,1.1,[]
oth466_rt_fix_assets_com_eq_q,Fixed Assets % Common Equity,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.996,61,158,1.1,[]
oth466_rt_for_asset_turn,Foreign Asset Turnover,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.329,14,14,1.1,[]
oth466_rt_for_assets_pct,Foreign Assets % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.3278,26,29,1.1,[]
oth466_rt_for_sales_pct,Foreign Sales % Total Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.6374,35,71,1.1,[]
oth466_rt_gross_margin,Gross Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,55,162,1.1,[]
oth466_rt_gross_mgn_q,Gross Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,180,674,1.1,[]
oth466_rt_inven_curr_assets,Inventories % Total Current Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,63,203,1.1,[]
oth466_rt_inven_turn,Inventory Turnover,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,54,110,1.1,[]
oth466_rt_invest_assets_pct,Invested Assets % Total Assets,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.2917,5,5,1.1,[]
oth466_rt_invest_tcap,Total Investments % Total Capital,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.2795,6,8,1.1,[]
oth466_rt_ltd_tcap,Long-Term Debt % Total Capital,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9105,38,73,1.1,[]
oth466_rt_min_int_tcap,Minority Interest % Total Capital,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9475,43,100,1.1,[]
oth466_rt_mkt_val_gr,Market Capitalization Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,30,41,1.1,[]
oth466_rt_mkt_val_gr_q,Market Capitalization Growth %,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.8788,18,50,1.1,[]
oth466_rt_net_inc_bef_xord_gr,Net Income 1 Yr Annual Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,30,42,1.1,[]
oth466_rt_net_mgn_gr,Net Margin 1-Year Annual Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,32,54,1.1,[]
oth466_rt_net_mgn_q,Net Profit Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,108,390,1.1,[]
oth466_rt_oper_cf_fix_chrg,Operating Cash / Fixed Charges,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,54,116,1.1,[]
oth466_rt_oper_cf_fix_chrg_q,Operating Cash/Fixed Charges,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.7612,70,261,1.1,[]
oth466_rt_oper_inc_gr,Operating Income 1 Yr Annual Growth,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,37,60,1.1,[]
oth466_rt_oper_inc_tcap,Operating Income/Total Capital,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,49,131,1.1,[]
oth466_rt_pay_acct_sales,Accounts Payable % Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,37,74,1.1,[]
oth466_rt_pre_tax_margin,Pre-tax Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,54,139,1.1,[]
oth466_rt_prf_margin_opr,Operating Profit Margin,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,53,142,1.1,[]
oth466_rt_psales_q,Price to Sales,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,0.9161,57,169,1.1,[]
oth466_rt_quick_ratio,Quick Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,46,79,1.1,[]
oth466_rt_quick_ratio_q,Quick Ratio,other466,Aggregated Fundamental Data ,fundamental,Fundamental,fundamental-fundamental-data,Fundamental Data,ASI,1,MINVOL1M,MATRIX,1,51,105,1.1,[]
