id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes
fnd22_as_value,Value of the field,fundamental22,Environmental and Social Governance Data,fundamental,Fundamental,fundamental-fundamental-models,Fundamental Models,ASI,1,MINVOL1M,VECTOR,1,0.3665,12,54,1.1,[]
fnd22_value,Value of the field,fundamental22,Environmental and Social Governance Data,fundamental,Fundamental,fundamental-fundamental-models,Fundamental Models,ASI,1,MINVOL1M,VECTOR,1,0.3665,13,54,1.1,[]
