id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes
apacm6_total_market_cap_usd,Total market capitalization in US dollars for the APACM6 region as calculated by the risk model.,risk70,Multi-Factor Model,risk,Risk,risk-risk-factors,Risk Factors,IND,1,TOP500,MATRIX,1,1,346,702,1,[]
current_market_cap_usd,The current market capitalization of the company in US dollars.,risk70,Multi-Factor Model,risk,Risk,risk-risk-factors,Risk Factors,IND,1,TOP500,MATRIX,1,1,397,773,1,[]
