id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes
mdl144_predict,StarPerformer Original Model Output,model144,Stock Selection DL model,model,Model,model-technical-models,Technical Models,EUR,1,TOP2500,MATRIX,1,0.5511,18,28,1.4,[]
mdl144_score,StarPerformer Systematic Alpha Distilled Model Score,model144,Stock Selection DL model,model,Model,model-technical-models,Technical Models,EUR,1,TOP2500,MATRIX,1,0.5511,45,75,1.4,[]
