id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,dateCoverage,coverage,userCount,alphaCount,pyramidMultiplier,themes
mws59_event_fiscal_year,Event Fiscal Year is the (fiscal) year where the event takes place,news59,Corporate Events Data,news,News,news-news-sentiment,News Sentiment,EUR,1,TOP2500,VECTOR,1,0.9505,85,334,1.5,[]
mws59_event_time_value,The actual time for the event is in UTC if the MarketTime is specified.,news59,Corporate Events Data,news,News,news-news-sentiment,News Sentiment,EUR,1,TOP2500,VECTOR,1,0.9505,44,96,1.5,[]
